,token,ner_tag
152708,I-Relationship,rings
152709,O,what
152710,O,is
152711,O,the
152712,O,name
152713,O,of
152714,O,the
152715,B-Relationship,sequel
152716,O,in
152717,O,which
152718,B-Plot,there
152719,I-Plot,s
152720,I-Plot,a
152721,I-Plot,high
152722,I-Plot,tech
152723,I-Plot,war
152724,I-Plot,going
152725,I-Plot,on
152726,I-Plot,between
152727,I-Plot,cats
152728,I-Plot,and
152729,I-Plot,dogs
152730,I-Plot,that
152731,I-Plot,humans
152732,I-Plot,do
152733,I-Plot,n
152734,I-Plot,t
152735,I-Plot,know
152736,I-Plot,about
152737,O,what
152738,O,is
152739,O,the
152740,O,name
152741,O,of
152742,O,the
152743,B-Relationship,sequel
152744,O,to
152745,O,a
152746,O,recent
152747,B-Genre,children
152748,I-Genre,s
152749,I-Genre,movie
152750,O,where
152751,O,their
152752,B-Plot,caretaker
152753,I-Plot,has
152754,I-Plot,a
152755,I-Plot,very
152756,I-Plot,ugly
152757,I-Plot,face
152758,O,what
152759,O,is
152760,O,the
152761,O,name
152762,O,of
152763,O,the
152764,B-Genre,silly
152765,I-Genre,comedy
152766,O,with
152767,B-Actor,natalie
152768,I-Actor,portman
152769,O,and
152770,B-Actor,james
152771,I-Actor,franco
152772,O,that
152773,B-Plot,takes
152774,I-Plot,place
152775,I-Plot,in
152776,I-Plot,mid
152777,I-Plot,evil
152778,I-Plot,times
152779,O,what
152780,O,is
152781,O,the
152782,O,name
152783,O,of
152784,O,the
152785,O,ultimate
152786,B-Genre,action
152787,I-Genre,movie
152788,O,starring
152789,B-Actor,sylvester
152790,I-Actor,stallone
152791,I-Actor,jason
152792,I-Actor,statham
152793,I-Actor,mickey
152794,I-Actor,rourke
152795,I-Actor,jet
152796,I-Actor,li
152797,I-Actor,bruce
152798,I-Actor,willis
152799,O,and
152800,B-Actor,arnold
152801,I-Actor,schwarzenegger
152802,O,what
152803,O,is
152804,O,the
152805,O,name
152806,O,of
152807,O,this
152808,B-Year,2011
152809,O,film
152810,O,that
152811,O,features
152812,B-Plot,a
152813,I-Plot,charismatic
152814,I-Plot,pirate
152815,I-Plot,on
152816,I-Plot,the
152817,I-Plot,trail
152818,I-Plot,of
152819,I-Plot,eternal
152820,I-Plot,youth
152821,O,what
152822,O,is
152823,O,the
152824,O,name
152825,O,of
152826,O,this
152827,B-Genre,action
152828,O,packed
152829,O,feature
152830,O,that
152831,B-Plot,blended
152832,I-Plot,the
152833,I-Plot,old
152834,I-Plot,west
152835,I-Plot,with
152836,I-Plot,th
152837,I-Plot,galactic
152838,I-Plot,future
152839,I-Plot,that
152840,I-Plot,involved
152841,I-Plot,saloon
152842,I-Plot,and
152843,I-Plot,space
152844,I-Plot,weapon
152845,I-Plot,armbands
152846,O,what
152847,O,is
152848,O,the
152849,O,name
152850,O,of
152851,O,this
152852,B-Genre,classic
152853,O,movie
152854,O,set
152855,O,at
152856,B-Plot,a
152857,I-Plot,remote
152858,I-Plot,hotel
152859,I-Plot,featuring
152860,I-Plot,a
152861,I-Plot,typewriter
152862,I-Plot,with
152863,I-Plot,the
152864,I-Plot,words
152865,B-Quote,all
152866,I-Quote,work
152867,I-Quote,and
152868,I-Quote,no
152869,I-Quote,play
152870,I-Quote,make
152871,I-Quote,jack
152872,I-Quote,a
152873,I-Quote,dull
152874,I-Quote,boy
152875,O,what
152876,O,is
152877,O,the
152878,O,name
152879,O,of
152880,O,this
152881,B-Genre,classic
152882,I-Genre,science
152883,I-Genre,fiction
152884,I-Genre,film
152885,O,that
152886,O,includes
152887,O,lines
152888,O,like
152889,B-Quote,open
152890,I-Quote,the
152891,I-Quote,pod
152892,I-Quote,bay
152893,I-Quote,doors
152894,O,what
152895,O,is
152896,O,the
152897,O,name
152898,O,of
152899,O,this
152900,B-Opinion,perennial
152901,B-Genre,holiday
152902,B-Opinion,favorite
152903,O,featuring
152904,B-Plot,an
152905,I-Plot,elderly
152906,I-Plot,miser
152907,I-Plot,learning
152908,I-Plot,the
152909,I-Plot,error
152910,I-Plot,of
152911,I-Plot,his
152912,I-Plot,ways
152913,I-Plot,thanks
152914,I-Plot,to
152915,I-Plot,three
152916,I-Plot,ghostly
152917,I-Plot,visitations
152918,O,what
152919,O,is
152920,O,the
152921,O,name
152922,O,of
152923,O,this
152924,B-Origin,popular
152925,I-Origin,dc
152926,I-Origin,comic
152927,O,made
152928,O,into
152929,O,a
152930,O,movie
152931,O,where
152932,O,the
152933,B-Plot,main
152934,I-Plot,hero
152935,I-Plot,is
152936,I-Plot,able
152937,I-Plot,to
152938,I-Plot,use
152939,I-Plot,and
152940,I-Plot,perfect
152941,I-Plot,telekinesis
152942,I-Plot,through
152943,I-Plot,the
152944,I-Plot,use
152945,I-Plot,of
152946,I-Plot,a
152947,I-Plot,ring
152948,O,what
152949,O,is
152950,O,the
152951,O,one
152952,O,word
152953,O,title
152954,O,of
152955,O,the
152956,B-Year,1980
152957,I-Year,s
152958,B-Director,akira
152959,I-Director,kurosawa
152960,B-Genre,samurai
152961,O,film
152962,O,that
152963,O,is
152964,B-Origin,loosely
152965,I-Origin,based
152966,I-Origin,on
152967,I-Origin,shakespeare
152968,I-Origin,s
152969,I-Origin,king
152970,I-Origin,lear
152971,O,what
152972,O,is
152973,O,the
152974,B-Genre,parody
152975,O,movie
152976,O,that
152977,B-Plot,makes
152978,I-Plot,fun
152979,I-Plot,of
152980,I-Plot,all
152981,I-Plot,the
152982,I-Plot,new
152983,I-Plot,teen
152984,I-Plot,craze
152985,I-Plot,movies
152986,O,what
152987,O,is
152988,O,the
152989,B-Actor,paul
152990,I-Actor,giamatti
152991,O,and
152992,B-Actor,george
152993,I-Actor,clooney
152994,O,movie
152995,O,about
152996,O,a
152997,B-Plot,man
152998,I-Plot,who
152999,I-Plot,gets
153000,I-Plot,taught
153001,I-Plot,the
153002,I-Plot,lessons
153003,I-Plot,of
153004,I-Plot,dirty
153005,I-Plot,politics
153006,I-Plot,on
153007,I-Plot,the
153008,I-Plot,campaign
153009,I-Plot,trail
153010,O,what
153011,O,is
153012,O,the
153013,B-Actor,paul
153014,I-Actor,rudd
153015,O,and
153016,B-Actor,jennifer
153017,I-Actor,aniston
153018,B-Genre,comedy
153019,O,about
153020,O,a
153021,B-Plot,couple
153022,I-Plot,who
153023,I-Plot,ends
153024,I-Plot,up
153025,I-Plot,living
153026,I-Plot,on
153027,I-Plot,a
153028,I-Plot,free
153029,I-Plot,love
153030,I-Plot,commune
153031,O,what
153032,O,is
153033,O,the
153034,B-Actor,paul
153035,I-Actor,rudd
153036,O,movie
153037,O,where
153038,O,he
153039,O,plays
153040,O,a
153041,B-Plot,hippie
153042,I-Plot,named
153043,I-Plot,ned
153044,I-Plot,who
153045,I-Plot,is
153046,I-Plot,trying
153047,I-Plot,to
153048,I-Plot,raise
153049,I-Plot,rent
153050,I-Plot,money
153051,I-Plot,to
153052,I-Plot,return
153053,I-Plot,to
153054,I-Plot,the
153055,I-Plot,farm
153056,I-Plot,he
153057,I-Plot,lived
153058,I-Plot,on
153059,I-Plot,prior
153060,I-Plot,to
153061,I-Plot,going
153062,I-Plot,to
153063,I-Plot,prison
153064,O,what
153065,O,is
153066,O,the
153067,B-Director,pg
153068,I-Director,13
153069,O,movie
153070,O,that
153071,O,was
153072,B-Opinion,well
153073,I-Opinion,known
153074,O,for
153075,O,having
153076,O,a
153077,O,curse
153078,O,word
153079,O,in
153080,O,its
153081,O,name
153082,O,what
153083,O,is
153084,O,the
153085,O,popular
153086,B-Year,80
153087,O,s
153088,O,movie
153089,O,about
153090,B-Plot,a
153091,I-Plot,group
153092,I-Plot,of
153093,I-Plot,california
153094,I-Plot,teenagers
153095,I-Plot,that
153096,I-Plot,are
153097,I-Plot,into
153098,I-Plot,drugs
153099,I-Plot,sex
153100,I-Plot,and
153101,I-Plot,rock
153102,I-Plot,n
153103,I-Plot,roll
153104,O,starring
153105,B-Actor,sean
153106,I-Actor,penn
153107,O,what
153108,O,is
153109,O,the
153110,B-Genre,post
153111,I-Genre,apocalyptic
153112,O,movie
153113,O,with
153114,B-Actor,mel
153115,I-Actor,gibson
153116,O,where
153117,B-Plot,he
153118,I-Plot,wants
153119,I-Plot,revenge
153120,I-Plot,for
153121,I-Plot,his
153122,I-Plot,wife
153123,I-Plot,and
153124,I-Plot,child
153125,O,what
153126,O,is
153127,O,the
153128,B-Director,quentin
153129,I-Director,tarantino
153130,O,and
153131,B-Director,tony
153132,I-Director,scott
153133,O,movie
153134,O,about
153135,O,the
153136,B-Plot,southern
153137,I-Plot,prostitute
153138,I-Plot,and
153139,I-Plot,her
153140,I-Plot,husband
153141,I-Plot,who
153142,I-Plot,steal
153143,I-Plot,a
153144,I-Plot,bunch
153145,I-Plot,of
153146,I-Plot,cocaine
153147,I-Plot,from
153148,I-Plot,her
153149,I-Plot,pimp
153150,O,what
153151,O,is
153152,O,the
153153,B-Director,quentin
153154,I-Director,tarantino
153155,O,movie
153156,O,about
153157,B-Plot,the
153158,I-Plot,group
153159,I-Plot,of
153160,I-Plot,guys
153161,I-Plot,are
153162,I-Plot,involved
153163,I-Plot,in
153164,I-Plot,a
153165,I-Plot,jewelry
153166,I-Plot,heist
153167,O,what
153168,O,is
153169,O,the
153170,B-Relationship,reboot
153171,O,of
153172,O,a
153173,B-Opinion,popular
153174,B-Director,marvel
153175,O,movie
153176,O,franchise
153177,O,with
153178,B-Actor,james
153179,I-Actor,mcavoy
153180,O,as
153181,O,a
153182,O,young
153183,B-Character_Name,professor
153184,I-Character_Name,x
153185,O,and
153186,B-Actor,michael
153187,I-Actor,fassbender
153188,O,as
153189,O,a
153190,O,young
153191,B-Character_Name,magneto
153192,O,what
153193,O,is
153194,O,the
153195,B-Genre,romance
153196,O,movie
153197,O,from
153198,B-Year,1937
153199,O,that
153200,O,stars
153201,B-Actor,barbara
153202,I-Actor,stanwyck
153203,I-Actor,john
153204,I-Actor,boles
153205,O,and
153206,B-Actor,anne
153207,I-Actor,shirley
153208,B-Plot,involves
153209,I-Plot,a
153210,I-Plot,woman
153211,I-Plot,marrying
153212,I-Plot,and
153213,I-Plot,he
153214,I-Plot,tries
153215,I-Plot,to
153216,I-Plot,change
153217,I-Plot,her
153218,O,what
153219,O,is
153220,O,the
153221,B-Genre,romance
153222,O,movie
153223,O,with
153224,B-Actor,rachel
153225,I-Actor,mcadams
153226,O,and
153227,B-Actor,channing
153228,I-Actor,tatum
153229,B-Plot,about
153230,I-Plot,a
153231,I-Plot,wife
153232,I-Plot,who
153233,I-Plot,loses
153234,I-Plot,all
153235,I-Plot,memory
153236,I-Plot,of
153237,I-Plot,her
153238,I-Plot,husband
153239,O,what
153240,O,is
153241,O,the
153242,O,second
153243,O,installment
153244,O,of
153245,O,the
153246,B-Plot,epic
153247,I-Plot,tolkien
153248,I-Plot,trilogy
153249,O,that
153250,O,is
153251,O,directed
153252,O,by
153253,B-Director,peter
153254,I-Director,jackson
153255,O,what
153256,O,is
153257,O,the
153258,O,second
153259,O,movie
153260,B-Actor,emma
153261,I-Actor,thompson
153262,O,starred
153263,O,in
153264,O,where
153265,B-Plot,she
153266,I-Plot,played
153267,I-Plot,a
153268,I-Plot,knock
153269,I-Plot,off
153270,I-Plot,of
153271,I-Plot,mary
153272,I-Plot,poppins
153273,O,what
153274,O,is
153275,O,the
153276,B-Relationship,second
153277,I-Relationship,movie
153278,O,in
153279,O,the
153280,B-Genre,children
153281,O,s
153282,O,movie
153283,O,series
153284,B-Plot,about
153285,I-Plot,animals
153286,I-Plot,in
153287,I-Plot,a
153288,I-Plot,zoo
153289,I-Plot,that
153290,I-Plot,are
153291,I-Plot,trying
153292,I-Plot,to
153293,I-Plot,escape
153294,O,what
153295,O,is
153296,O,the
153297,B-Relationship,sequel
153298,I-Relationship,to
153299,I-Relationship,evil
153300,I-Relationship,dead
153301,O,in
153302,O,which
153303,B-Actor,bruce
153304,I-Actor,campbell
153305,B-Plot,gets
153306,I-Plot,sent
153307,I-Plot,back
153308,I-Plot,in
153309,I-Plot,time
153310,I-Plot,and
153311,I-Plot,has
153312,I-Plot,to
153313,I-Plot,fight
153314,I-Plot,a
153315,I-Plot,bunch
153316,I-Plot,of
153317,I-Plot,zombies
153318,O,what
153319,O,is
153320,O,the
153321,B-Relationship,sequel
153322,O,to
153323,B-Origin,marvel
153324,I-Origin,s
153325,I-Origin,comic
153326,I-Origin,book
153327,B-Plot,motorcycle
153328,I-Plot,riding
153329,I-Plot,chain
153330,I-Plot,whipping
153331,I-Plot,hero
153332,O,featuring
153333,B-Actor,nicholas
153334,I-Actor,cage
153335,O,what
153336,O,is
153337,O,the
153338,B-Relationship,sequel
153339,O,to
153340,O,the
153341,B-Genre,animated
153342,I-Genre,family
153343,I-Genre,film
153344,O,about
153345,O,a
153346,B-Plot,penguin
153347,I-Plot,born
153348,I-Plot,without
153349,I-Plot,the
153350,I-Plot,ability
153351,I-Plot,to
153352,I-Plot,sing
153353,I-Plot,but
153354,I-Plot,with
153355,I-Plot,a
153356,I-Plot,talent
153357,I-Plot,for
153358,I-Plot,dancing
153359,O,what
153360,O,is
153361,O,the
153362,B-Relationship,sequel
153363,O,to
153364,O,the
153365,O,science
153366,B-Genre,fiction
153367,O,movie
153368,O,with
153369,B-Actor,sigourney
153370,I-Actor,weaver
153371,O,returning
153372,O,as
153373,B-Character_Name,ellen
153374,I-Character_Name,ripley
153375,O,what
153376,O,is
153377,O,the
153378,B-Relationship,sequel
153379,O,to
153380,O,the
153381,B-Genre,superhero
153382,I-Genre,movie
153383,O,starring
153384,B-Actor,robert
153385,I-Actor,downey
153386,I-Actor,jr
153387,O,as
153388,O,a
153389,B-Plot,billionaire
153390,I-Plot,who
153391,I-Plot,builds
153392,I-Plot,a
153393,I-Plot,coat
153394,I-Plot,of
153395,I-Plot,armor
153396,I-Plot,to
153397,I-Plot,fight
153398,I-Plot,enemies
153399,O,what
153400,O,is
153401,O,the
153402,B-Relationship,sequel
153403,O,to
153404,O,the
153405,B-Actor,sylvester
153406,I-Actor,stallone
153407,O,movies
153408,O,that
153409,O,star
153410,O,at
153411,O,least
153412,O,8
153413,O,well
153414,O,known
153415,B-Genre,action
153416,O,stars
153417,B-Actor,jason
153418,I-Actor,statham
153419,I-Actor,jet
153420,I-Actor,li
153421,I-Actor,jean
153422,I-Actor,claude
153423,I-Actor,van
153424,I-Actor,damme
153425,I-Actor,bruce
153426,I-Actor,willis
153427,I-Actor,arnold
153428,I-Actor,schwarzenegger
153429,I-Actor,chuck
153430,I-Actor,norris
153431,I-Actor,terry
153432,I-Actor,crews
153433,O,what
153434,O,is
153435,O,the
153436,B-Director,steven
153437,I-Director,spielberg
153438,O,directed
153439,O,movie
153440,B-Plot,set
153441,I-Plot,in
153442,I-Plot,world
153443,I-Plot,war
153444,I-Plot,ii
153445,I-Plot,about
153446,I-Plot,a
153447,I-Plot,german
153448,I-Plot,man
153449,O,played
153450,O,by
153451,B-Actor,liam
153452,I-Actor,neeson
153453,B-Plot,who
153454,I-Plot,helps
153455,I-Plot,the
153456,I-Plot,jews
153457,O,what
153458,O,is
153459,O,the
153460,B-Opinion,super
153461,I-Opinion,popular
153462,B-Genre,war
153463,O,movie
153464,O,with
153465,B-Actor,tom
153466,I-Actor,hanks
153467,O,and
153468,B-Actor,matt
153469,I-Actor,damon
153470,O,in
153471,O,which
153472,B-Plot,three
153473,I-Plot,of
153474,I-Plot,four
153475,I-Plot,brothers
153476,I-Plot,die
153477,I-Plot,in
153478,I-Plot,the
153479,I-Plot,war
153480,O,what
153481,O,is
153482,O,the
153483,O,sword
153484,O,and
153485,O,sorcery
153486,B-Year,2011
153487,O,movie
153488,O,directed
153489,O,by
153490,B-Director,marcus
153491,I-Director,nispel
153492,O,starring
153493,B-Actor,jason
153494,I-Actor,momoa
153495,O,and
153496,B-Actor,rachel
153497,I-Actor,nichols
153498,O,what
153499,O,is
153500,O,the
153501,B-Relationship,third
153502,I-Relationship,film
153503,I-Relationship,in
153504,I-Relationship,a
153505,I-Relationship,series
153506,O,this
153507,O,time
153508,O,set
153509,O,during
153510,O,the
153511,O,holidays
153512,O,starring
153513,B-Actor,john
153514,I-Actor,cho
153515,O,and
153516,B-Actor,kal
153517,I-Actor,penn
153518,O,as
153519,B-Plot,two
153520,I-Plot,stoner
153521,I-Plot,buddies
153522,O,what
153523,O,is
153524,O,the
153525,B-Relationship,third
153526,B-Character_Name,harry
153527,I-Character_Name,potter
153528,O,movie
153529,O,where
153530,B-Plot,dementors
153531,I-Plot,are
153532,I-Plot,on
153533,I-Plot,the
153534,I-Plot,move
153535,I-Plot,searching
153536,I-Plot,for
153537,I-Plot,the
153538,I-Plot,escapee
153539,I-Plot,from
153540,I-Plot,prison
153541,I-Plot,who
153542,I-Plot,ends
153543,I-Plot,up
153544,I-Plot,in
153545,I-Plot,the
153546,I-Plot,end
153547,I-Plot,being
153548,I-Plot,harry
153549,I-Plot,s
153550,I-Plot,godfather
153551,O,what
153552,O,is
153553,O,the
153554,B-Plot,tiny
153555,I-Plot,creature
153556,O,in
153557,O,one
153558,O,of
153559,B-Origin,dr
153560,I-Origin,seuss
153561,I-Origin,s
153562,I-Origin,stories
153563,O,that
153564,B-Plot,tries
153565,I-Plot,to
153566,I-Plot,save
153567,I-Plot,nature
153568,I-Plot,from
153569,I-Plot,evil
153570,O,what
153571,O,is
153572,O,the
153573,O,title
153574,O,of
153575,O,the
153576,B-Year,1982
153577,O,film
153578,B-Plot,about
153579,I-Plot,a
153580,I-Plot,young
153581,I-Plot,boy
153582,I-Plot,who
153583,I-Plot,befriends
153584,I-Plot,an
153585,I-Plot,alien
153586,O,what
153587,O,is
153588,O,the
153589,O,title
153590,O,of
153591,O,the
153592,O,movie
153593,O,that
153594,B-Actor,sigourney
153595,I-Actor,weaver
153596,O,starred
153597,O,in
153598,O,this
153599,B-Plot,about
153600,I-Plot,the
153601,I-Plot,silverbacks
153602,O,what
153603,O,is
153604,O,the
153605,B-Actor,tom
153606,I-Actor,hanks
153607,O,movie
153608,O,about
153609,B-Plot,a
153610,I-Plot,hit
153611,I-Plot,man
153612,I-Plot,whose
153613,I-Plot,son
153614,I-Plot,catches
153615,I-Plot,him
153616,I-Plot,in
153617,I-Plot,the
153618,I-Plot,act
153619,O,what
153620,O,is
153621,O,the
153622,O,updated
153623,O,version
153624,O,of
153625,B-Character_Name,romeo
153626,I-Character_Name,and
153627,I-Character_Name,juliet
153628,O,where
153629,B-Plot,a
153630,I-Plot,man
153631,I-Plot,and
153632,I-Plot,woman
153633,I-Plot,from
153634,I-Plot,two
153635,I-Plot,feuding
153636,I-Plot,gangs
153637,I-Plot,in
153638,I-Plot,new
153639,I-Plot,york
153640,I-Plot,fall
153641,I-Plot,in
153642,I-Plot,love
153643,I-Plot,and
153644,I-Plot,have
153645,I-Plot,to
153646,I-Plot,deal
153647,I-Plot,with
153648,I-Plot,the
153649,I-Plot,problems
153650,I-Plot,it
153651,I-Plot,causes
153652,O,what
153653,O,is
153654,O,the
153655,B-Opinion,very
153656,I-Opinion,famous
153657,B-Actor,clint
153658,I-Actor,eastwood
153659,O,movie
153660,O,about
153661,B-Plot,two
153662,I-Plot,bounty
153663,I-Plot,hunters
153664,I-Plot,who
153665,I-Plot,try
153666,I-Plot,to
153667,I-Plot,beat
153668,I-Plot,a
153669,I-Plot,third
153670,I-Plot,before
153671,I-Plot,they
153672,I-Plot,find
153673,I-Plot,buried
153674,I-Plot,treasure
153675,O,what
153676,O,is
153677,O,the
153678,B-Actor,will
153679,I-Actor,ferrell
153680,O,movie
153681,O,in
153682,O,which
153683,B-Plot,he
153684,I-Plot,is
153685,I-Plot,one
153686,I-Plot,of
153687,I-Plot,santa
153688,I-Plot,s
153689,I-Plot,little
153690,I-Plot,helpers
153691,O,what
153692,O,is
153693,O,the
153694,B-Director,woody
153695,I-Director,allen
153696,O,movie
153697,O,from
153698,O,the
153699,B-Year,70
153700,I-Year,s
153701,O,where
153702,B-Plot,he
153703,I-Plot,runs
153704,I-Plot,into
153705,I-Plot,a
153706,I-Plot,bunch
153707,I-Plot,of
153708,I-Plot,cars
153709,O,what
153710,O,is
153711,O,the
153712,B-Director,woody
153713,I-Director,allen
153714,O,movie
153715,O,that
153716,O,he
153717,O,stars
153718,O,in
153719,O,and
153720,B-Plot,has
153721,I-Plot,this
153722,I-Plot,relationship
153723,I-Plot,in
153724,I-Plot,new
153725,I-Plot,york
153726,O,what
153727,O,is
153728,O,the
153729,B-Genre,world
153730,I-Genre,war
153731,I-Genre,ii
153732,I-Genre,movie
153733,O,in
153734,O,which
153735,B-Actor,liam
153736,I-Actor,neeson
153737,B-Plot,helped
153738,I-Plot,jews
153739,I-Plot,escape
153740,I-Plot,a
153741,I-Plot,concentration
153742,I-Plot,camp
153743,O,what
153744,O,is
153745,O,this
153746,B-Year,1964
153747,B-Genre,black
153748,I-Genre,and
153749,I-Genre,white
153750,I-Genre,political
153751,I-Genre,satire
153752,O,starring
153753,B-Actor,peter
153754,I-Actor,sellers
153755,O,in
153756,O,multiple
153757,O,roles
153758,O,what
153759,O,is
153760,O,this
153761,B-Year,1977
153762,O,movie
153763,O,starring
153764,B-Actor,richard
153765,I-Actor,dreyfuss
153766,O,and
153767,B-Actor,teri
153768,I-Actor,garr
153769,B-Plot,about
153770,I-Plot,aliens
153771,I-Plot,that
153772,I-Plot,featured
153773,I-Plot,devil
153774,I-Plot,s
153775,I-Plot,tower
153776,O,what
153777,O,is
153778,O,this
153779,B-Year,2009
153780,O,film
153781,O,based
153782,O,on
153783,O,a
153784,O,true
153785,O,story
153786,O,that
153787,O,stars
153788,B-Actor,jim
153789,I-Actor,carrey
153790,O,as
153791,B-Character_Name,steven
153792,I-Character_Name,jay
153793,I-Character_Name,russell
153794,O,what
153795,O,is
153796,O,this
153797,B-Year,2010
153798,B-Origin,comic
153799,I-Origin,book
153800,I-Origin,based
153801,O,movie
153802,O,directed
153803,O,by
153804,B-Director,matthew
153805,I-Director,vaughn
153806,O,featuring
153807,O,a
153808,B-Plot,hero
153809,I-Plot,in
153810,I-Plot,a
153811,I-Plot,green
153812,I-Plot,wet
153813,I-Plot,suit
153814,O,what
153815,O,is
153816,O,this
153817,B-Year,2012
153818,B-Genre,action
153819,I-Genre,film
153820,B-Origin,based
153821,I-Origin,on
153822,I-Origin,a
153823,I-Origin,board
153824,I-Origin,game
153825,O,featuring
153826,B-Actor,liam
153827,I-Actor,neeson
153828,O,what
153829,O,is
153830,O,this
153831,B-Year,2012
153832,O,film
153833,O,starring
153834,B-Actor,denzel
153835,I-Actor,washington
153836,O,about
153837,O,an
153838,B-Plot,airline
153839,I-Plot,pilot
153840,I-Plot,with
153841,I-Plot,an
153842,I-Plot,alcohol
153843,I-Plot,problem
153844,O,what
153845,O,is
153846,O,this
153847,B-Genre,animated
153848,I-Genre,movie
153849,O,in
153850,O,which
153851,B-Plot,two
153852,I-Plot,wolves
153853,I-Plot,have
153854,I-Plot,to
153855,I-Plot,find
153856,I-Plot,their
153857,I-Plot,way
153858,I-Plot,home
153859,I-Plot,and
153860,I-Plot,in
153861,I-Plot,the
153862,I-Plot,process
153863,I-Plot,find
153864,I-Plot,themselves
153865,O,what
153866,O,is
153867,O,this
153868,B-Genre,animated
153869,O,movie
153870,O,where
153871,B-Plot,a
153872,I-Plot,young
153873,I-Plot,woman
153874,I-Plot,meets
153875,I-Plot,a
153876,I-Plot,band
153877,I-Plot,of
153878,I-Plot,unlikely
153879,I-Plot,heroes
153880,O,what
153881,O,is
153882,O,this
153883,B-Genre,animated
153884,O,movie
153885,B-Plot,where
153886,I-Plot,a
153887,I-Plot,young
153888,I-Plot,woman
153889,I-Plot,must
153890,I-Plot,escape
153891,I-Plot,a
153892,I-Plot,tower
153893,I-Plot,and
153894,I-Plot,evil
153895,I-Plot,sorceress
153896,O,what
153897,O,is
153898,O,this
153899,B-Actor,ben
153900,I-Actor,stiller
153901,B-Genre,comedy
153902,O,that
153903,O,deals
153904,O,with
153905,B-Plot,aliens
153906,I-Plot,invading
153907,I-Plot,the
153908,I-Plot,earth
153909,O,what
153910,O,is
153911,O,this
153912,B-Opinion,classic
153913,O,from
153914,O,the
153915,B-Year,1930
153916,I-Year,s
153917,O,that
153918,O,was
153919,O,inspired
153920,O,by
153921,O,a
153922,O,dream
153923,O,what
153924,O,is
153925,O,this
153926,B-Opinion,classic
153927,B-Genre,horror
153928,O,flick
153929,O,that
153930,O,stars
153931,O,the
153932,O,toy
153933,B-Character_Name,chuckie
153934,O,what
153935,O,is
153936,O,this
153937,B-Opinion,classic
153938,B-Genre,western
153939,B-Director,mel
153940,I-Director,brooks
153941,B-Genre,comedy
153942,O,what
153943,O,is
153944,O,this
153945,B-Director,disney
153946,B-Opinion,classic
153947,O,where
153948,B-Plot,a
153949,I-Plot,lovely
153950,I-Plot,young
153951,I-Plot,woman
153952,I-Plot,falls
153953,I-Plot,in
153954,I-Plot,love
153955,I-Plot,with
153956,I-Plot,a
153957,I-Plot,horrendous
153958,I-Plot,monster
153959,O,what
153960,O,is
153961,O,this
153962,B-Genre,epic
153963,O,that
153964,O,takes
153965,O,place
153966,O,in
153967,O,acient
153968,O,greek
153969,O,times
153970,O,what
153971,O,is
153972,O,this
153973,B-Relationship,first
153974,I-Relationship,film
153975,I-Relationship,in
153976,I-Relationship,a
153977,I-Relationship,series
153978,B-Origin,based
153979,I-Origin,on
153980,I-Origin,best
153981,I-Origin,selling
153982,I-Origin,children
153983,I-Origin,s
153984,I-Origin,books
153985,O,that
153986,B-Plot,involve
153987,I-Plot,wizards
153988,O,and
153989,O,maybe
153990,O,i
153991,O,should
153992,O,n
153993,O,t
153994,O,mention
153995,O,him
153996,O,what
153997,O,is
153998,O,this
153999,B-Director,george
154000,I-Director,lucas
154001,B-Opinion,masterpiece
154002,O,that
154003,O,is
154004,B-Relationship,a
154005,I-Relationship,six
154006,I-Relationship,part
154007,I-Relationship,movie
154008,I-Relationship,epic
154009,O,what
154010,O,is
154011,O,this
154012,O,grim
154013,B-Genre,fairytale
154014,B-Relationship,retelling
154015,O,that
154016,B-Plot,follows
154017,I-Plot,the
154018,I-Plot,story
154019,I-Plot,of
154020,I-Plot,a
154021,I-Plot,princess
154022,I-Plot,white
154023,I-Plot,as
154024,I-Plot,snow
154025,I-Plot,and
154026,I-Plot,her
154027,I-Plot,sidekick
154028,I-Plot,hatchet
154029,I-Plot,armed
154030,I-Plot,savior
154031,I-Plot,that
154032,I-Plot,leads
154033,I-Plot,her
154034,I-Plot,through
154035,I-Plot,the
154036,I-Plot,dark
154037,I-Plot,woods
154038,O,what
154039,O,is
154040,O,this
154041,O,hysterical
154042,B-Genre,comedy
154043,O,about
154044,B-Plot,three
154045,I-Plot,guys
154046,I-Plot,who
154047,I-Plot,defraud
154048,I-Plot,the
154049,I-Plot,company
154050,I-Plot,they
154051,I-Plot,work
154052,I-Plot,for
154053,I-Plot,and
154054,I-Plot,hate
154055,O,what
154056,O,is
154057,O,this
154058,O,imdb
154059,O,top
154060,O,20
154061,B-Relationship,movie
154062,I-Relationship,sequel
154063,O,that
154064,B-Plot,deals
154065,I-Plot,with
154066,I-Plot,the
154067,I-Plot,italian
154068,I-Plot,mafia
154069,O,what
154070,O,is
154071,O,this
154072,B-Opinion,mind
154073,I-Opinion,bending
154074,O,film
154075,O,directed
154076,O,by
154077,B-Director,christopher
154078,I-Director,nolan
154079,O,and
154080,O,starring
154081,B-Actor,leonardo
154082,I-Actor,dicaprio
154083,O,that
154084,B-Plot,takes
154085,I-Plot,place
154086,I-Plot,inside
154087,I-Plot,the
154088,I-Plot,mind
154089,O,what
154090,O,is
154091,O,this
154092,O,name
154093,O,of
154094,O,this
154095,B-Year,1977
154096,B-Director,david
154097,I-Director,lynch
154098,O,movie
