id,tokens,ner_tags
4680,"['natalie', 'portman', 'is', 'a', 'ballerina', 'in', 'a', 'new', 'york', 'city', 'ballet', 'company', 'whose', 'life', 'like', 'all', 'those', 'in', 'her', 'profession', 'is', 'completely', 'consumed', 'with', 'dance', 'in', 'this', '2010', 'thriller']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4]"
4681,"['natalie', 'portman', 'is', 'the', 'lead', 'actress', 'in', 'this', 'drama', 'about', 'the', 'tough', 'life', 'of', 'a', 'new', 'york', 'dancer']","[0, 12, 24, 24, 24, 24, 24, 24, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19]"
4682,"['natalie', 'portman', 'stars', 'in', 'this', 'movie', 'about', 'girl', 'struggling', 'to', 'keep', 'it', 'together', 'for', 'a', 'classic', 'ballet', 'performance']","[0, 12, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4683,"['nathan', 'lane', 'and', 'matthew', 'broderick', 'star', 'in', 'the', 'musical', 'adaption', 'of', 'this', 'mel', 'brook', 's', 'comedy', 'about', 'a', 'theater', 'company', 'trying', 'to', 'make', 'a', 'flop', 'on', 'purpose']","[0, 12, 24, 0, 12, 24, 24, 24, 4, 6, 18, 18, 18, 18, 18, 18, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4684,"['nerd', 'turned', 'superhero', 'peter', 'parker', 'finds', 'himself', 'with', 'amazing', 'powers', 'after', 'being', 'bit', 'by', 'a', 'radioactive', 'insect']","[7, 19, 19, 2, 14, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4685,"['nicolas', 'cage', 'stars', 'as', 'a', 'vengeful', 'father', 'who', 'escapes', 'from', 'hell', 'and', 'chases', 'after', 'the', 'men', 'who', 'killed', 'his', 'daughter', 'and', 'kidnapped', 'his', 'granddaughter', 'in', 'this', '2011', 'action', 'fantasy', 'movie']","[0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 24]"
4686,"['nicole', 'kidman', 'stars', 'in', 'this', '2001', 'musical', 'about', 'a', 'poet', 'who', 'falls', 'in', 'love', 'with', 'her']","[0, 12, 24, 24, 24, 11, 4, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
4687,"['noah', 'baumbach', 'directed', 'which', '2010', 'film', 'that', 'starred', 'ben', 'stiller', 'as', 'an', 'unemployed', 'uninterested', 'in', 'employment', 'loner']","[3, 15, 24, 24, 11, 24, 24, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19]"
4688,"['of', 'all', 'the', 'gin', 'joints', 'in', 'all', 'the', 'world', 'she', 'had', 'to', 'walk', 'into', 'mine', 'is', 'a', 'quote', 'from', 'what', 'movie']","[8, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 24, 24, 24, 24, 24, 24]"
4689,"['omar', 'sharif', 'is', 'a', 'married', 'man', 'who', 'falls', 'in', 'love', 'with', 'julie', 'christie', 'during', 'the', 'bolshevik', 'revolution', 'in', 'this', '1965', 'oscar', 'winner']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 0, 12, 7, 19, 19, 19, 24, 24, 11, 1, 24]"
4690,"['on', 'a', 'vacation', 'in', 'paris', 'one', 'of', 'three', 'travelers', 'is', 'mistaken', 'for', 'a', 'british', 'heiress']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4691,"['on', 'the', 'film', 's', 'soundtrack', 'album', 'this', 'instrumental', 'piece', 'is', 'called', 'titles', 'because', 'of', 'its', 'use', 'in', 'the', 'movie', 's', 'opening', 'titles', 'sequence', 'but', 'it', 'widely', 'became', 'known', 'as', 'the', 'theme', 'song', 'to', 'this', 'sports', 'movie', 'about', 'two', 'olympic', 'runners']","[24, 24, 24, 24, 24, 24, 24, 9, 21, 21, 21, 21, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 4, 24, 24, 7, 19, 19]"
4692,"['one', 'of', 'leonardo', 'dicaprio', 's', 'team', 'ups', 'with', 'director', 'martin', 'scorsese', 'where', 'he', 'must', 'investigate', 'the', 'escape', 'of', 'a', 'killer', 'from', 'an', 'eerie', 'asylum', 'for', 'the', 'criminally', 'insane']","[24, 24, 0, 12, 24, 24, 24, 24, 24, 3, 15, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4693,"['one', 'of', 'the', 'first', 'disney', 'animated', 'films', 'with', 'beautiful', 'images', 'few', 'lines', 'and', 'a', 'lot', 'of', 'music']","[24, 24, 24, 24, 3, 4, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
4694,"['one', 'of', 'the', 'most', 'memorable', 'scenes', 'from', 'this', 'film', 'involve', 'a', 'boy', 'riding', 'his', 'bike', 'through', 'the', 'sky']","[24, 24, 24, 5, 17, 17, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
4695,"['only', 'four', 'of', 'the', 'male', 'leads', 'were', 'dancers', 'in', 'this', '1954', 'musical', 'russ', 'tamblyn', 'gideon', 'was', 'an', 'acrobat', 'and', 'jeff', 'richards', 'benjamin', 'was', 'an', 'actor', 'benjamin', 'rarely', 'dances', 'in', 'the', 'movie']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 4, 0, 12, 12, 24, 24, 24, 24, 0, 12, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
4696,"['oprah', 'winfrey', 'was', 'nominated', 'for', 'an', 'oscar', 'for', 'her', 'supporting', 'role', 'in', 'this', 'spielberg', 'movie', 'based', 'on', 'the', 'novel', 'by', 'alice', 'walker']","[0, 12, 24, 1, 13, 13, 13, 24, 24, 24, 24, 24, 24, 3, 24, 6, 18, 18, 18, 18, 18, 18]"
4697,"['orson', 'welles', 'directed', 'and', 'starred', 'in', 'this', '1965', 'movie', 'about', 'the', 'career', 'of', 'shakespeare', 's', 'sir', 'john', 'falstaff', 'as', 'roistering', 'companion', 'to', 'young', 'prince', 'hal']","[3, 15, 24, 24, 24, 24, 24, 11, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4698,"['orson', 'wells', 'psychological', 'profile', 'of', 'an', 'eccentric', 'billionaire', 'has', 'been', 'voted', 'the', 'greatest', 'movie', 'of', 'all', 'time', 'by', 'some']","[0, 12, 24, 7, 19, 19, 19, 19, 24, 24, 24, 24, 5, 17, 17, 17, 17, 24, 24]"
4699,"['past', 'and', 'present', 'are', 'blending', 'when', 'a', 'young', 'writer', 'takes', 'a', 'late', 'night', 'stroll', 'in', 'france', 'meeting', 'some', 'of', 'the', 'world', 's', 'greatest', 'writers', 'in', 'the', 'process']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4700,"['pat', 'morita', 'teaches', 'and', 'mentors', 'ralph', 'macchio', 'in', 'this', 'hit', '1984', 'action', 'adventure', 'movie', 'that', 'was', 'later', 'remade', 'starring', 'jackie', 'chan', 'and', 'jaden', 'smith']","[0, 12, 7, 19, 19, 0, 12, 24, 24, 5, 11, 4, 16, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
4701,"['paul', 'bettany', 'is', 'a', 'man', 'of', 'god', 'who', 'disobeys', 'church', 'law', 'to', 'track', 'down', 'the', 'vampires', 'who', 'kidnapped', 'his', 'niece', 'in', 'this', '2011', 'action', 'horror', 'flick']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 24]"
4702,"['paul', 'giamatti', 'and', 'thomas', 'haden', 'church', 'are', 'two', 'men', 'reaching', 'middle', 'age', 'with', 'not', 'much', 'to', 'show', 'but', 'disappointment', 'in', 'this', '2004', 'comedy', 'romance', 'movie']","[0, 12, 24, 0, 12, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 24]"
4703,"['paul', 'newman', 'starred', 'in', 'this', '1977', 'hockey', 'movie', 'about', 'the', 'struggles', 'of', 'a', 'minor', 'league', 'team']","[0, 12, 24, 24, 24, 11, 4, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
4704,"['paul', 'newman', 'stars', 'as', 'rocky', 'graziano', 'in', 'this', 'biographical', 'drama', 'about', 'a', 'criminal', 'turned', 'boxer']","[0, 12, 24, 24, 2, 14, 24, 24, 4, 16, 24, 7, 19, 19, 19]"
4705,"['paul', 'rudd', 'and', 'steve', 'carrell', 'team', 'up', 'for', 'the', 'party', 'of', 'a', 'lifetime', 'and', 'no', 'it', 'is', 'n', 't', 'anchorman']","[0, 12, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 24, 9, 21, 21, 21, 21, 24]"
4706,"['penny', 'chenery', 'tweedy', 'and', 'colleagues', 'guide', 'her', 'long', 'shot', 'but', 'precocious', 'stallion', 'to', 'set', 'in', '1973', 'the', 'unbeaten', 'record', 'for', 'winning', 'the', 'triple', 'crown', 'is', 'the', 'plot', 'of', 'this', '2010', 'family', 'drama']","[2, 14, 14, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24, 11, 4, 16]"
4707,"['perseus', 'mortal', 'son', 'of', 'zeus', 'battles', 'the', 'minions', 'of', 'the', 'underworld', 'to', 'stop', 'them', 'from', 'conquering', 'the', 'earth', 'and', 'the', 'heavens', 'in', 'this', '2010', 'action', 'adventure', 'fantasy']","[2, 14, 14, 14, 14, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 16]"
4708,"['peter', 'hedges', 'directed', 'this', 'charming', 'fantasy', 'based', 'on', 'the', 'story', 'by', 'ahmet', 'zappa', 'about', 'a', 'boy', 'who', 'joins', 'a', 'family', 'by', 'rather', 'unusual', 'means']","[3, 15, 24, 24, 5, 4, 6, 18, 18, 18, 18, 18, 18, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4709,"['peter', 'jackson', 'directed', 'this', 'smash', 'hit', 'starring', 'jack', 'black', 'as', 'a', '1930', 's', 'film', 'maker', 'on', 'a', 'mission', 'to', 'make', 'an', 'unforgettable', 'nature', 'documentary', 'who', 'gets', 'more', 'than', 'he', 'bargained', 'for']","[3, 15, 24, 24, 5, 17, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4710,"['peter', 'lorre', 'stars', 'in', 'the', 'original', 'version', 'of', 'this', 'movie', 'about', 'when', 'police', 'in', 'a', 'german', 'city', 'are', 'unable', 'to', 'catch', 'a', 'child', 'murderer', 'other', 'criminals', 'join', 'in', 'the', 'manhunt']","[0, 12, 24, 24, 24, 9, 21, 21, 21, 21, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4711,"['peter', 'sellers', 'is', 'a', 'lowly', 'gardener', 'who', 's', 'simple', 'utterances', 'are', 'mistaken', 'for', 'profound', 'wisdom', 'in', 'this', '1979', 'comedy']","[0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4]"
4712,"['phoebe', 'cates', 'famously', 'rose', 'from', 'the', 'pool', 'removing', 'her', 'red', 'bikini', 'top', 'while', 'sean', 'penn', 'was', 'a', 'stoned', 'spicoli', 'in', 'this', '1982', 'comedy']","[0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 0, 12, 24, 24, 24, 24, 24, 24, 11, 4]"
4713,"['play', 'it', 'again', 'sam', 'is', 'one', 'of', 'the', 'memorable', 'quotes', 'from', 'this', 'classic', 'humphrey', 'bogart', 'romance']","[8, 20, 20, 20, 24, 24, 24, 24, 24, 24, 24, 24, 5, 0, 12, 4]"
4714,"['psychological', 'thriller', 'with', 'natalie', 'portman', 'and', 'mila', 'kunis', 'about', 'the', 'dangers', 'of', 'chasing', 'perfection', 'in', 'ballet']","[4, 16, 24, 0, 12, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19]"
4715,"['quentin', 'tarantino', 'directs', 'bruce', 'willis', 'john', 'travolta', 'uma', 'therman', 'and', 'others', 'in', 'this', 'crime', 'classic']","[3, 15, 24, 0, 12, 12, 12, 12, 12, 24, 24, 24, 24, 4, 16]"
4716,"['rapunzel', 'is', 'having', 'a', 'bad', 'hair', 'day', 'she', 's', 'out', 'of', 'the', 'tower', 'and', 'off', 'to', 'discover', 'life', 'in', 'this', '2010', 'animated', 'feature']","[2, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 24]"
4717,"['ray', 'liotta', 'robert', 'de', 'niro', 'and', 'joe', 'pesci', 'star', 'in', 'this', 'film', 'about', 'gangsters', 'in', 'organized', 'crime']","[0, 12, 12, 12, 12, 24, 0, 12, 24, 24, 24, 24, 7, 19, 19, 19, 19]"
4718,"['red', 'riding', 'hood', 'is', 'training', 'in', 'the', 'group', 'of', 'sister', 'hoods', 'when', 'she', 'and', 'the', 'wolf', 'are', 'called', 'to', 'examine', 'the', 'sudden', 'mysterious', 'disappearance', 'of', 'hansel', 'and', 'gretel', 'in', 'this', 'animated', 'feature']","[2, 14, 14, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 2, 14, 14, 24, 24, 4, 24]"
4719,"['reese', 'witherspoon', 'gets', 'between', 'two', 'cia', 'operatives', 'who', 'wage', 'battle', 'against', 'each', 'other', 'over', 'her', 'in', 'this', '2012', 'comedy']","[0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4]"
4720,"['reese', 'witherspoon', 'is', 'a', 'woman', 'transformed', 'into', 'a', 'giant', 'after', 'she', 'is', 'struck', 'by', 'a', 'meteorite', 'on', 'her', 'wedding', 'day', 'in', 'this', '2009', 'animated', 'action', 'adventure', 'movie']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 16, 24]"
4721,"['reese', 'witherspoon', 'won', 'an', 'oscar', 'for', 'best', 'actress', 'for', 'playing', 'the', 'wife', 'of', 'johnny', 'cash', 'in', 'this', 'film']","[0, 12, 24, 24, 1, 13, 13, 13, 24, 7, 19, 19, 19, 2, 14, 7, 19, 19]"
4722,"['released', 'in', '2008', 'this', 'horror', 'film', 'is', 'about', 'a', 'virus', 'that', 'turns', 'people', 'into', 'flesh', 'eating', 'zombies', 'it', 'is', 'based', 'on', 'a', 'well', 'known', '1985', 'genre', 'film', 'of', 'the', 'same', 'name']","[24, 24, 11, 24, 4, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 6, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18]"
4723,"['remade', 'in', '2011', 'this', '1984', 'classic', 'is', 'about', 'a', 'small', 'town', 'with', 'a', 'crazy', 'ban', 'on', 'dancing', 'and', 'rock', 'n', 'roll']","[9, 21, 21, 24, 11, 5, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4724,"['remember', 'that', 'movie', 'where', 'the', 'lion', 'ruled', 'the', 'jungle', 'and', 'his', 'brother', 'turned', 'on', 'him']","[24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4725,"['remember', 'the', 'movie', 'about', 'the', 'little', 'bear', 'who', 'loved', 'honey', 'and', 'had', 'other', 'animal', 'friends', 'also']","[24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4726,"['remember', 'those', 'things', 'that', 'go', 'bump', 'in', 'the', 'night', 'little', 'did', 'you', 'know', 'they', 'power', 'their', 'world', 'on', 'your', 'fear']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4727,"['renoir', 's', 'look', 'at', 'bourgeois', 'life', 'in', 'france', 'at', 'the', 'onset', 'of', 'world', 'war', 'ii', 'is', 'the', 'plot', 'of', 'this', '1939', 'comedy', 'drama']","[3, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24, 11, 4, 16]"
4728,"['rex', 'harrison', 'won', 'an', 'oscar', 'for', 'his', 'role', 'as', 'a', 'misogynistic', 'and', 'snobbish', 'phonetics', 'professor', 'who', 'believes', 'he', 'can', 'take', 'a', 'common', 'flower', 'girl', 'and', 'turn', 'her', 'into', 'a', 'sophisticated', 'woman', 'in', 'this', '1964', 'comedy', 'romance']","[0, 12, 1, 13, 13, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16]"
4729,"['richard', 'gere', 'in', 'his', 'first', 'stud', 'role', 'as', 'a', 'love', 'interest', 'for', 'diane', 'keaton', 'in', 'this', 'drama', 'based', 'on', 'the', 'novel', 'by', 'judith', 'rossner']","[0, 12, 24, 24, 24, 7, 19, 19, 19, 19, 19, 24, 0, 12, 24, 24, 4, 24, 24, 24, 6, 18, 18, 18]"
4730,"['richard', 'gere', 'took', 'tap', 'dance', 'lessons', 'for', 'three', 'months', 'to', 'prepare', 'for', 'his', 'role', 'as', 'the', 'criminal', 'defense', 'attorney', 'billy', 'flynn', 'in', 'this', '2002', 'musical']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 2, 14, 24, 24, 11, 4]"
4731,"['ridley', 'scott', 'directed', 'this', 'movie', 'starring', 'sigourney', 'weaver', 'fighting', 'strange', 'creatures', 'on', 'a', 'space', 'ship']","[3, 15, 24, 24, 24, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19]"
4732,"['river', 'phoenix', 'and', 'keanu', 'reeves', 'star', 'as', 'two', 'best', 'friends', 'living', 'on', 'the', 'streets', 'of', 'portland', 'as', 'hustlers', 'who', 'embark', 'on', 'a', 'journey', 'of', 'self', 'discovery', 'in', 'this', '1991', 'drama', 'romance']","[0, 12, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16]"
4733,"['robert', 'de', 'niro', 'gives', 'ben', 'stiller', 'a', 'lie', 'dector', 'test', 'in', 'this', '2000', 'hit', 'comedy']","[0, 12, 12, 7, 0, 12, 7, 19, 19, 19, 24, 24, 11, 5, 4]"
4734,"['robert', 'de', 'niro', 'is', 'a', 'former', 'prohibition', 'era', 'jewish', 'gangster', 'who', 'returns', 'to', 'brooklyn', 'over', '30', 'years', 'later', 'in', 'this', '1984', 'crime', 'drama']","[0, 12, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16]"
4735,"['robert', 'de', 'niro', 'walked', 'away', 'with', 'the', 'oscar', 'for', 'his', 'role', 'of', 'a', 'boxer', 'who', 'ca', 'n', 't', 'control', 'his', 'temper', 'in', 'this', '1980', 'sports', 'drama', 'directed', 'by', 'martin', 'scorsese']","[0, 12, 12, 24, 24, 24, 24, 1, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 24, 24, 3, 15]"
4736,"['robert', 'deniro', 'plays', 'a', 'failed', 'lawyer', 'turned', 'boxing', 'promoter', 'in', 'this', '1992', 'film', 'also', 'starring', 'jessica', 'lange', 'as', 'his', 'wife']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 24, 24, 11, 24, 24, 24, 0, 12, 24, 24, 24]"
4737,"['robert', 'downey', 'jr', 'and', 'zach', 'galifianakis', 'make', 'an', 'odd', 'pair', 'in', 'this', '2010', 'movie', 'about', 'a', 'father', 'trying', 'to', 'make', 'it', 'to', 'his', 'wife', 's', 'delivery', 'on', 'time']","[0, 12, 12, 24, 0, 12, 24, 24, 24, 24, 24, 24, 11, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4738,"['robert', 'downey', 'jr', 'and', 'zach', 'galifinakis', 'star', 'this', 'comedy', 'about', 'a', 'man', 'traveling', 'with', 'an', 'obnoxious', 'road', 'mate', 'to', 'see', 'his', 'wife', 'before', 'she', 'delivers', 'their', 'child']","[0, 12, 12, 24, 0, 12, 24, 24, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4739,"['robert', 'duvall', 'is', 'bank', 'robber', 'outlaw', 'jesse', 'james', 'in', 'this', 'movie', 'about', 'a', 'bank', 'robbery', 'gone', 'wrong']","[0, 12, 24, 24, 24, 24, 2, 14, 24, 24, 24, 24, 7, 19, 19, 19, 19]"
4740,"['robert', 'j', 'flaherty', 'directs', 'this', 'silent', 'film', 'documentary', 'that', 'follows', 'the', 'life', 'of', 'a', 'native', 'alaskan', 'family']","[3, 15, 15, 24, 24, 4, 16, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
4741,"['robert', 'mitchum', 'stalks', 'lawyer', 'gregory', 'peck', 'and', 'terrorizes', 'his', 'family', 'in', 'this', '1962', 'suspense', 'classic']","[0, 12, 7, 19, 0, 12, 24, 7, 19, 19, 24, 24, 11, 4, 5]"
4742,"['robert', 'redford', 'directed', 'ralph', 'fiennes', 'as', 'charles', 'van', 'doren', 'in', 'this', '1994', 'film', 'set', 'in', 'the', '1950', 's']","[3, 15, 24, 0, 12, 24, 2, 14, 14, 24, 24, 11, 24, 24, 24, 24, 24, 24]"
4743,"['romance', 'movie', 'based', 'off', 'of', 'nicholas', 'sparks', 'novel', 'about', 'a', 'marine', 'finding', 'the', 'woman', 'who', 'saved', 'him']","[4, 6, 24, 24, 24, 6, 18, 18, 24, 24, 7, 19, 19, 19, 19, 19, 19]"
4744,"['romantic', 'comedy', 'movie', 'starring', 'emma', 'stone', 'and', 'ryan', 'gosling', 'and', 'focuses', 'on', 'a', 'forty', 'year', 'old', 'divorced', 'man', 'and', 'his', 'daughter']","[4, 16, 24, 24, 0, 12, 24, 0, 12, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
4745,"['romantic', 'drama', 'with', 'robert', 'pattinson', 'and', 'reese', 'witherspoon', 'about', 'a', 'vet', 'student', 'who', 'joins', 'a', 'circus']","[4, 16, 24, 0, 12, 24, 0, 12, 24, 7, 19, 19, 19, 19, 19, 19]"
4746,"['ron', 'shelton', 'wrote', 'and', 'directed', 'this', 'sports', 'themed', 'romantic', 'comedy', 'starring', 'kevin', 'costner', 'and', 'susan', 'sarandon']","[3, 15, 24, 24, 24, 24, 4, 16, 16, 16, 24, 0, 12, 24, 0, 12]"
4747,"['rufus', 't', 'firefly', 'is', 'named', 'president', 'dictator', 'of', 'bankrupt', 'freedonia', 'and', 'declares', 'war', 'on', 'neighboring', 'sylvania', 'over', 'the', 'love', 'of', 'wealthy', 'mrs', 'teasdale', 'is', 'the', 'plot', 'of', 'this', 'classic', 'comedy', 'starring', 'all', 'three', 'of', 'the', 'marx', 'brothers']","[2, 14, 14, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 2, 14, 24, 24, 24, 24, 24, 5, 4, 24, 24, 24, 24, 24, 0, 12]"
4748,"['russel', 'crowe', 'starred', 'in', 'the', 'historical', 'epic', 'in', 'rome', 'what', 'was', 'the', 'name', 'of', 'that', 'movie']","[0, 12, 24, 24, 24, 4, 5, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
4749,"['russell', 'brandt', 'starred', 'as', 'the', 'title', 'character', 'in', 'this', 'most', 'recent', 'adaption', 'of', 'steve', 'gordon', 's', 'story', 'about', 'a', 'rich', 'drunken', 'playboy', 'who', 'falls', 'in', 'love', 'with', 'a', 'penniless', 'girl']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 6, 18, 18, 18, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4750,"['russell', 'crowe', 'stars', 'in', 'this', 'drama', 'about', 'a', 'intelligent', 'man', 'that', 'accepts', 'secret', 'work', 'but', 'his', 'life', 'turns', 'for', 'the', 'worst']","[0, 12, 24, 24, 24, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4751,"['ruth', 'gordon', 'and', 'bud', 'cort', 'starred', 'as', 'the', 'title', 'characters', 'in', 'this', '1971', 'comedy', 'drama']","[0, 12, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 11, 4, 16]"
4752,"['ryan', 'gosling', 'stars', 'as', 'mysterious', 'hollywood', 'stuntman', 'who', 'finds', 'himself', 'in', 'trouble', 'when', 'he', 'helps', 'out', 'a', 'neighbor', 'in', 'this', '2011', 'crime', 'drama']","[0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16]"
4753,"['ryan', 'o', 'neal', 'ca', 'n', 't', 'seem', 'to', 'keep', 'out', 'of', 'trouble', 'whenever', 'barbra', 'streisand', 'is', 'around', 'in', 'this', '1972', 'comedy']","[0, 12, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 0, 12, 24, 24, 24, 24, 11, 4]"
4754,"['sam', 'rockwell', 'stars', 'in', 'this', 'movie', 'about', 'a', 'dog', 'napping', 'scheme', 'that', 'goes', 'wrong', 'when', 'an', 'unstable', 'owner', 'catches', 'wind']","[0, 12, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4755,"['sam', 'worthington', 'and', 'liam', 'neeson', 'star', 'as', 'greek', 'gods', 'in', 'this', '2012', 'action', 'movie', 'about', 'a', 'treacherous', 'underworld', 'rescue']","[0, 12, 24, 0, 12, 24, 24, 7, 19, 24, 24, 11, 4, 24, 24, 7, 19, 19, 19]"
4756,"['samuel', 'l', 'jackson', 'narrates', 'this', '2011', 'nature', 'documentary', 'about', 'the', 'king', 'of', 'the', 'jungle', 'raising', 'cubs', 'in', 'the', 'wild']","[0, 12, 12, 24, 24, 11, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4757,"['sandra', 'bullock', 'must', 'keep', 'the', 'pedal', 'to', 'the', 'metal', 'in', 'this', '1994', 'suspense', 'thriller', 'co', 'starring', 'keanu', 'reeves']","[0, 12, 7, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4, 16, 24, 24, 0, 12]"
